Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Education level],[Reporting Type],[Sex]
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","214","Dominican Republic","2015","9.66","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","233","Estonia","2015","88.78234","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","233","Estonia","2015","87.95","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","246","Finland","2015","88.76","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","756","Switzerland","2015","83.94","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","764","Thailand","2015","45.32","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","768","Togo","2014","48.68","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","768","Togo","2014","47.53799","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","768","Togo","2014","43.5","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","780","Trinidad and Tobago","2015","51.93","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","780","Trinidad and Tobago","2015","47.74702","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","784","United Arab Emirates","2015","71.54","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","784","United Arab Emirates","2015","69.72751","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","784","United Arab Emirates","2015","70.45","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","788","Tunisia","2015","27.02","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","792","Turkey","2015","68.92","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","792","Turkey","2015","69.90936","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","792","Turkey","2015","81.37979","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","807","The former Yugoslav Republic of Macedonia","2015","29.77354","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","807","The former Yugoslav Republic of Macedonia","2015","30.75","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","818","Egypt","2015","47.18238","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","78.13294","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","76.8","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","840","United States of America","2015","70.364","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","840","United States of America","2015","94.74096","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","840","United States of America","2015","94.75","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","203","Czechia","2015","96.01225","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","204","Benin","2014","35.71","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","204","Benin","2014","39.74514","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","204","Benin","2014","39.83","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","208","Denmark","2015","86.42804","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","208","Denmark","2015","85.75","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","208","Denmark","2015","96.03","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","214","Dominican Republic","2015","9.40015","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","214","Dominican Republic","2015","9.15","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","233","Estonia","2015","89.65","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","246","Finland","2015","97.89","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","246","Finland","2015","86.43602","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","756","Switzerland","2015","84.21991","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","764","Thailand","2015","46.21988","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","764","Thailand","2015","46.91","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","768","Togo","2014","41.2795","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","768","Togo","2014","46.21","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","768","Togo","2014","38.76","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","780","Trinidad and Tobago","2015","43.46","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","784","United Arab Emirates","2015","74.16872","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","784","United Arab Emirates","2015","68.1","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","784","United Arab Emirates","2015","77.87","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","788","Tunisia","2015","25.1943","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","788","Tunisia","2015","23.62","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","792","Turkey","2015","70.97","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","792","Turkey","2015","80.82","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","792","Turkey","2015","81.95","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","807","The former Yugoslav Republic of Macedonia","2015","28.9","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","818","Egypt","2015","48.94","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","818","Egypt","2015","45.2","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","79.42","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","840","United States of America","2015","69.35","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","840","United States of America","2015","71.39","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","840","United States of America","2015","94.74","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","854","Burkina Faso","2014","61.92","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","854","Burkina Faso","2014","57.68","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","854","Burkina Faso","2014","59.23316","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","858","Uruguay","2015","50.36","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","858","Uruguay","2015","47.57152","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","8","Albania","2015","62.31","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","12","Algeria","2015","27.68","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","12","Algeria","2015","15.07","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","32","Argentina","2015","53.84","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","36","Australia","2015","87.2","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","36","Australia","2015","77.23","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","40","Austria","2015","77.46034","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","56","Belgium","2015","80.46547","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","56","Belgium","2015","83.03","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","76","Brazil","2015","44.16","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","100","Bulgaria","2015","67.65","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","100","Bulgaria","2015","58.53054","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","108","Burundi","2014","78.89","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","108","Burundi","2014","79.31","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","108","Burundi","2014","56.4678","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","120","Cameroon","2014","29.64451","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","120","Cameroon","2014","28.31","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","120","Cameroon","2014","31.02","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","124","Canada","2015","92.48","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","854","Burkina Faso","2014","60.84","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","854","Burkina Faso","2014","58.8196","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","854","Burkina Faso","2014","55.83","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","858","Uruguay","2015","45.04","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","8","Albania","2015","37.09","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","8","Albania","2015","49.72273","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","12","Algeria","2015","21.03063","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","32","Argentina","2015","62.3","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","32","Argentina","2015","58.24957","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","36","Australia","2015","82.17206","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","40","Austria","2015","80.75","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","40","Austria","2015","74.23","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","56","Belgium","2015","77.98","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","76","Brazil","2015","53.37","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","76","Brazil","2015","48.88619","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","100","Bulgaria","2015","50.37","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","108","Burundi","2014","62.65","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","108","Burundi","2014","51.37","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","108","Burundi","2014","79.11141","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","120","Cameroon","2014","48.76091","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","120","Cameroon","2014","45.18","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","MALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","120","Cameroon","2014","53.02","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","124","Canada","2015","89.31858","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_REA_PROF","Minimum proficiency in reading, by education level and sex (%)","124","Canada","2015","86.14","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","246","Finland","2015","84.27","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","246","Finland","2015","97.13669","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","250","France","2015","76.52206","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","250","France","2015","88.02","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","250","France","2015","76.88","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","268","Georgia","2015","42.90395","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","268","Georgia","2015","79.97","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","268","Georgia","2015","40.09","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","276","Germany","2015","96.04","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","276","Germany","2015","83.13559","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","276","Germany","2015","85.73","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","300","Greece","2015","64.24347","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","344","China, Hong Kong Special Administrative Region","2015","90.26","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","344","China, Hong Kong Special Administrative Region","2015","99.84","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","344","China, Hong Kong Special Administrative Region","2015","91.02111","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","348","Hungary","2015","89.59","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","348","Hungary","2015","91.97321","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","348","Hungary","2015","91.78","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","352","Iceland","2015","75.55","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","352","Iceland","2015","76.38493","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
