Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Location],[Reporting Type]
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","72","Botswana","2014","34.57","2014","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","72","Botswana","2015","36.04","2015","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","72","Botswana","2015","58.53","2015","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","72","Botswana","2015","75.19","2015","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","72","Botswana","2016","37.49","2016","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","72","Botswana","2016","77.68","2016","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","72","Botswana","2016","60.69","2016","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2000","99.00","2000","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2000","74.90","2000","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2000","94.47","2000","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2001","99.22","2001","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2001","96.02","2001","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2001","77.63","2001","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2002","96.65","2002","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2002","80.18","2002","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2002","99.43","2002","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2003","99.50","2003","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2003","81.92","2003","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2003","96.98","2003","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2004","96.77","2004","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2004","99.59","2004","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2004","81.51","2004","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2005","99.63","2005","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2005","97.09","2005","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2005","83.47","2005","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2006","97.59","2006","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2006","99.71","2006","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2006","86.07","2006","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2007","89.07","2007","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2007","99.78","2007","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2007","98.13","2007","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2008","98.53","2008","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2008","99.82","2008","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2008","91.40","2008","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2009","93.33","2009","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2009","99.85","2009","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2009","98.86","2009","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2010","93.76","2010","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2010","98.88","2010","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2010","99.83","2010","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2011","99.33","2011","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2011","99.90","2011","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2011","95.78","2011","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2012","97.02","2012","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2012","99.52","2012","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2012","99.93","2012","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2013","99.58","2013","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2013","97.29","2013","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2013","99.94","2013","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2014","97.84","2014","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2014","99.65","2014","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2014","99.95","2014","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2015","99.71","2015","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2015","98.24","2015","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2015","99.96","2015","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2016","100.00","2016","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2016","100.00","2016","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","76","Brazil","2016","100.00","2016","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2000","89.84","2000","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2000","82.70","2000","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2000","97.69","2000","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2001","89.94","2001","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2001","97.61","2001","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2001","83.04","2001","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2002","97.52","2002","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2002","90.03","2002","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2002","83.35","2002","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2003","83.64","2003","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2003","97.44","2003","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2003","90.10","2003","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2004","90.18","2004","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2004","83.93","2004","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2004","97.36","2004","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2005","90.27","2005","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2005","84.22","2005","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2005","97.28","2005","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2006","98.07","2006","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2006","82.78","2006","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2006","90.99","2006","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2007","84.84","2007","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2007","97.16","2007","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2007","90.48","2007","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2008","97.11","2008","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2008","90.62","2008","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2008","85.19","2008","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2009","85.56","2009","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2009","97.08","2009","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2009","90.77","2009","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2010","83.04","2010","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2010","97.00","2010","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2010","89.92","2010","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2011","96.31","2011","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2011","87.22","2011","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2011","91.68","2011","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2012","91.34","2012","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2012","86.77","2012","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2012","97.05","2012","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2013","87.18","2013","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2013","91.55","2013","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2013","97.05","2013","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2014","91.77","2014","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2014","87.60","2014","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2014","97.06","2014","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2015","87.50","2015","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2015","91.80","2015","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2015","96.90","2015","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2016","92.21","2016","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2016","97.07","2016","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","84","Belize","2016","88.42","2016","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2000","6.57","2000","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2000","58.98","2000","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2001","59.60","2001","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2001","9.10","2001","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2002","1.95","2002","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2002","11.62","2002","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2002","60.21","2002","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2003","60.83","2003","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2003","14.14","2003","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2003","4.57","2003","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2004","7.21","2004","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2004","16.65","2004","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2004","61.45","2004","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2005","62.07","2005","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2005","19.17","2005","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2005","9.86","2005","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2006","6.50","2006","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2006","14.40","2006","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2006","61.20","2006","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2007","68.60","2007","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2007","5.40","2007","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2007","12.90","2007","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2008","26.83","2008","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2008","18.03","2008","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2008","64.00","2008","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2009","11.03","2009","Source: Global Tracking Framework 2018","","G","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2009","21.20","2009","Source: Global Tracking Framework 2018","","G","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2009","71.37","2009","Source: Global Tracking Framework 2018","","G","PERCENT","URBAN","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2010","32.04","2010","Source: Global Tracking Framework 2018","","E","PERCENT","ALLAREA","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2010","23.68","2010","Source: Global Tracking Framework 2018","","E","PERCENT","RURAL","G"
"7","7.1","7.1.1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","90","Solomon Islands","2010","65.35","2010","Source: Global Tracking Framework 2018","","E","PERCENT","URBAN","G"
